0	-1.06035e-016
0.06	0.121444
0.12	0.300554
0.18	0.508114
0.24	0.713497
0.3	0.887741
0.36	1.00612
0.42	1.05018
0.48	1.00933
0.54	0.881829
0.6	0.675373
0.66	0.691791
0.72	0.539212
0.78	0.256724
0.84	-0.105129
0.9	-0.489912
0.96	-0.840507
1.02	-1.10396
1.08	-1.23597
1.14	-1.20502
1.2	-0.996143
1.26	-1.1418
1.32	-1.09587
1.38	-0.88677
1.44	-0.558437
1.5	-0.165144
1.56	0.233592
1.62	0.57811
1.68	0.813675
1.74	0.895522
